QuestID,NpcTemplateID,NpcGroupID,Desc,Icon,BaseClass,SubClass,Name1,KillCount1,AchievementPts1,RewardExp1,AutoTrace1,MinTraceLevel1,MaxTraceLevel1,Hide1,Name2,KillCount2,AchievementPts2,RewardExp2,AutoTrace2,MinTraceLevel2,MaxTraceLevel2,Hide2,Name3,KillCount3,AchievementPts3,RewardExp3,AutoTrace3,MinTraceLevel3,MaxTraceLevel3,Hide3,Name4,KillCount4,AchievementPts4,RewardExp4,AutoTrace4,MinTraceLevel4,MaxTraceLevel4,Hide4,Name5,KillCount5,AchievementPts5,RewardExp5,AutoTrace5,MinTraceLevel5,MaxTraceLevel5,Hide5,Name6,KillCount6,AchievementPts6,RewardExp6,AutoTrace6,MinTraceLevel6,MaxTraceLevel6,Hide6,Name7,KillCount7,AchievementPts7,RewardExp7,AutoTrace7,MinTraceLevel7,MaxTraceLevel7,Hide7,Name8,KillCount8,AchievementPts8,RewardExp8,AutoTrace8,MinTraceLevel8,MaxTraceLevel8,Hide8
61,0,10084,在魔龙岭击败%d个魔蛙、邪眼。,img://UI_Achievement.monster.3501,3,13,魔蛙猎人,50,10,14000,0,0,0,0,魔蛙猎手,200,10,35000,0,0,0,0,魔蛙宿敌,1000,10,84000,0,0,0,0,魔蛙克星,3000,30,175000,0,0,0,0,魔蛙屠夫,10000,50,392000,0,0,0,0,魔蛙大杀器,50000,100,1400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,0,10079,在魔龙岭击败%d个刀兵、射手、破甲兵或者鬼射。,img://UI_Achievement.monster.3502,3,13,魔龙驱逐者,50,10,18000,0,0,0,0,魔龙抗击者,200,10,45000,0,0,0,0,魔龙狙击者,1000,10,108000,0,0,0,0,魔龙净化者,3000,30,225000,0,0,0,0,魔龙扫荡者,10000,50,504000,0,0,0,0,魔龙灭绝者,50000,100,1800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,0,10082,在魔龙岭击败%d个魔龙战将：灵台、阴杀、血愁。,img://UI_Achievement.monster.3503,3,13,战将征服者,1,20,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,0,10080,在魔龙岭击败%d个魔龙巨蛾：七星、水影、诱幻。,img://UI_Achievement.monster.3504,3,13,巨蛾征服者,1,20,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,5283,0,在魔龙岭击败%d次魔龙教主。,img://UI_Achievement.monster.3505,3,13,首杀：魔龙教主,1,50,120000,0,0,0,0,魔龙教主宿敌,10,50,240000,0,0,0,0,魔龙教主克星,50,50,480000,0,0,0,0,魔龙教主征服者,100,50,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,0,10085,在骨魔洞击败%d个骷髅刀斧手/长枪兵/弓箭手/锤兵。,img://UI_Achievement.monster.301,3,14,骨魔杀手,50,10,22000,0,0,0,0,骨魔猎手,200,10,56000,0,0,0,0,骨魔克星,1000,10,140000,0,0,0,0,骨魔送葬者,3000,30,280000,0,0,0,0,骨魔的噩梦,10000,50,620000,0,0,0,0,骨魔灭绝者,50000,100,2200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,0,10086,在骨魔洞击败%d个骨夺、骨斩或骨蚀。,img://UI_Achievement.monster.304,3,14,骨魔征服者,1,20,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,0,10093,在骨魔洞击败%d次黄泉教主。,img://UI_Achievement.monster.5201,3,14,首杀：黄泉教主,1,50,150000,0,0,0,0,黄泉教主宿敌,10,50,300000,0,0,0,0,黄泉教主克星,50,50,600000,0,0,0,0,黄泉教主征服者,100,50,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,0,10087,在尸魔洞击败%d个恶灵僵尸或恶灵尸王。,img://UI_Achievement.monster.308,3,14,恶灵杀手,50,10,22000,0,0,0,0,恶灵猎手,200,10,56000,0,0,0,0,恶灵克星,1000,10,140000,0,0,0,0,恶灵送葬者,3000,30,280000,0,0,0,0,恶灵的噩梦,10000,50,620000,0,0,0,0,恶灵灭绝者,50000,100,2200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,0,10088,在尸魔洞击败%d个堕灵、疯魔或畸魔。,img://UI_Achievement.monster.307,3,14,恶灵征服者,1,20,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,0,10089,在牛魔寺庙击败%d个牛魔类怪物（非精英）。,img://UI_Achievement.monster.321,3,14,牛魔杀手,50,10,22000,0,0,0,0,牛魔猎手,200,10,56000,0,0,0,0,牛魔克星,1000,10,140000,0,0,0,0,牛魔送葬者,3000,30,280000,0,0,0,0,牛魔的噩梦,10000,50,620000,0,0,0,0,牛魔灭绝者,50000,100,2200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,0,10090,在牛魔寺庙击败%d个血角、苍角或魔角。,img://UI_Achievement.monster.331,3,14,牛魔祭祀征服者,1,20,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0,10091,在牛魔寺庙击败%d个黑角、坠角或腐蹄。,img://UI_Achievement.monster.333,3,14,牛魔将军征服者,1,20,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,0,10092,在牛魔寺庙击败%d个八目、千斤或暴蹄。,img://UI_Achievement.monster.335,3,14,牛魔法师王征服者,1,20,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0,10094,在牛魔寺庙击败%d次牛魔王。,img://UI_Achievement.monster.5202,3,14,首杀：牛魔王,1,50,150000,0,0,0,0,牛魔王宿敌,10,50,300000,0,0,0,0,牛魔王克星,50,50,600000,0,0,0,0,牛魔王征服者,100,50,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,0,10096,在未知暗殿一层击败%d个护卫、射手或斥候。,img://UI_Achievement.monster.307,3,15,未知挑战者,20,10,7000,0,0,0,0,未知破阵者,100,10,17500,0,0,0,0,破阵高手,500,10,43000,0,0,0,0,破阵专家,2000,30,89000,0,0,0,0,破阵大师,5000,50,199000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,0,10097,在未知暗殿一层击败任意%d个精英怪物,img://UI_Achievement.monster.1089,3,15,混沌征服者,1,20,13500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,5637,0,在未知暗殿二层击败%d次熔岩巨兽,img://UI_Achievement.monster.5500,3,15,首杀：熔岩巨兽,1,30,20000,0,0,0,0,熔岩巨兽杀手,10,50,40000,0,0,0,0,熔岩巨兽克星,50,50,80000,0,0,0,0,熔岩巨兽征服者,100,50,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,2457,0,在白日门城击败%d个丛林雪人,img://UI_Achievement.monster.2457,3,16,雪人捕猎者,50,10,16200,0,0,0,0,雪人清除者,200,10,40500,0,0,0,0,雪人克星,1000,10,97200,0,0,0,0,雪人死敌,3000,30,202500,0,0,0,0,雪人送葬者,10000,50,453600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,0,10102,在白日门城击败%d个石原兽人斥候或石原兽人前锋,img://UI_Achievement.monster.3126,3,16,兽人捕猎者,50,10,12000,0,0,0,0,兽人清除者,200,10,30000,0,0,0,0,猎兽高手,1000,10,72000,0,0,0,0,猎兽专家,3000,30,150000,0,0,0,0,猎兽大师,10000,50,336000,0,0,0,0,猎兽王者,50000,100,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,2456,0,在白日门城击败石原兽人大将,img://UI_Achievement.monster.804,3,16,大将军之殁,1,20,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,0,10098,在白日门海岸击败%d个背誓刺客、暗影刺客或血眼杀手,img://UI_Achievement.monster.346,3,17,刺客征服者,50,10,16200,0,0,0,0,刺客清除者,200,10,40500,0,0,0,0,刺客克星,1000,10,97200,0,0,0,0,刺客死敌,3000,30,202500,0,0,0,0,刺客送葬者,10000,50,453600,0,0,0,0,刺客终结者,50000,100,1620000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,0,10101,击败%d个寄居盾蟹、寄居镰蟹、幽冥先锋或双刀冥使,img://UI_Achievement.monster.344,3,17,冥界挑战者,50,10,16200,0,0,0,0,冥界清除者,200,10,40500,0,0,0,0,冥界克星,1000,10,97200,0,0,0,0,冥界征服者,3000,30,202500,0,0,0,0,冥界扫荡者,10000,50,453600,0,0,0,0,冥界灭绝者,50000,100,1620000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,350,0,在白日门海岸击败%d次血手,img://UI_Achievement.monster.350,3,17,首杀：血手,1,50,100000,0,0,0,0,血手宿敌,10,50,200000,0,0,0,0,血手克星,50,50,400000,0,0,0,0,血手征服者,100,50,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,0,10103,在石原荒漠击败%d个石原兽人势力的残兵,img://UI_Achievement.monster.2705,3,18,兽人捕猎者,50,10,16200,0,0,0,0,兽人清除者,200,10,40500,0,0,0,0,兽人克星,1000,10,97200,0,0,0,0,兽人死敌,3000,30,202500,0,0,0,0,兽人送葬者,10000,50,453600,0,0,0,0,兽人灭绝者,50000,100,1620000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2706,0,在石原荒漠击败1个精锐兽人狼骑,img://UI_Achievement.monster.2706,3,18,精英兽人猎手,1,20,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2708,0,在石原荒漠击败%d次兽人大祭司,img://UI_Achievement.monster.2708,3,18,首杀：大祭司,1,50,100000,0,0,0,0,大祭司宿敌,10,50,200000,0,0,0,0,大祭司克星,50,50,400000,0,0,0,0,大祭司征服者,100,50,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,5751,0,在石原废墟击败%d次石原恶魔,img://UI_Achievement.monster.2714,3,18,首杀：石原恶魔,1,50,100000,0,0,0,0,石原恶魔杀手,10,50,200000,0,0,0,0,石原恶魔收割者,50,50,400000,0,0,0,0,石原恶魔扫荡者,100,50,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,0,10108,在石原矿洞击败%d个石原矿工，兽人督工或兽人祭祀,img://UI_Achievement.monster.2705,3,18,兽人捕猎者,50,10,22000,0,0,0,0,兽人清除者,200,10,60000,0,0,0,0,兽人克星,1000,10,140000,0,0,0,0,兽人死敌,3000,30,280000,0,0,0,0,兽人送葬者,10000,50,620000,0,0,0,0,兽人灭绝者,50000,100,2200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,2729,0,在石原矿洞击败1个晶化石像,img://UI_Achievement.monster.2729,3,18,石像征服者,1,20,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,5761,0,在石原矿洞击败%d次巨兽魔王,img://UI_Achievement.monster.5761,3,18,首杀：巨兽魔王,1,50,150000,0,0,0,0,巨兽魔王宿敌,10,50,300000,0,0,0,0,巨兽魔王克星,50,50,600000,0,0,0,0,巨兽魔王征服者,100,50,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,0,10109,击败%d失心强兽人、失心猎魂者、兽人僵尸或失魂祭祀,img://UI_Achievement.monster.2513,3,19,探墓者,50,10,22000,0,0,0,0,探墓能手,200,10,60000,0,0,0,0,探墓高手,1000,10,140000,0,0,0,0,探墓专家,3000,30,280000,0,0,0,0,探墓大师,10000,50,620000,0,0,0,0,探墓王,50000,100,2200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,2514,0,在兽人陵墓中击败1个巨型兽人僵尸,img://UI_Achievement.monster.2513,3,19,巨僵征服者,1,20,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,2520,0,在兽人陵墓击败%d次远古巨灵,img://UI_Achievement.monster.2520,3,19,首杀：远古巨灵,1,50,150000,0,0,0,0,克星：远古巨灵,10,50,300000,0,0,0,0,宿敌：远古巨灵,50,50,600000,0,0,0,0,征服者：远古巨灵,100,50,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0,10121,击败%d个白霜战士、蛮战、幸存战士、骁卫、龙火战士,img://UI_Achievement.monster.2531,3,20,白霜试炼者,50,10,25000,0,0,0,0,白霜挑战者,200,10,80000,0,0,0,0,白霜磨砺者,1000,10,150000,0,0,0,0,白霜战将,3000,30,300000,0,0,0,0,白霜战王,10000,50,700000,0,0,0,0,白霜战神,50000,100,2500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,0,10124,击败%d个雪齿虎、雪山座狼、雪熊及穴居、腐化生物,img://UI_Achievement.monster.2545,3,20,雪兽捕猎者,50,10,25000,0,0,0,0,雪兽清除者,200,10,80000,0,0,0,0,雪兽克星,1000,10,150000,0,0,0,0,雪兽死敌,3000,30,300000,0,0,0,0,雪兽送葬者,10000,50,700000,0,0,0,0,雪兽灭绝者,50000,100,2500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,0,10123,击败%d个暗雪战士、暗雪骁卫,img://UI_Achievement.monster.2534,3,20,暗雪试炼者,50,10,25000,0,0,0,0,暗雪挑战者,200,10,80000,0,0,0,0,暗雪磨砺者,1000,10,150000,0,0,0,0,暗雪战将,3000,30,300000,0,0,0,0,暗雪战王,10000,50,700000,0,0,0,0,暗雪战神,50000,100,2500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,0,10122,击败%d个冰灵、冰魔、虚空魔、霜魔、火灵、熔岩魔,img://UI_Achievement.monster.2537,3,20,元素捕猎者,50,10,25000,0,0,0,0,元素清除者,200,10,80000,0,0,0,0,元素克星,1000,10,150000,0,0,0,0,元素死敌,3000,30,300000,0,0,0,0,元素送葬者,10000,50,700000,0,0,0,0,元素灭绝者,50000,100,2500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,2535,0,在龙耀崖击败1个部族精锐,img://UI_Achievement.monster.2535,3,20,猎杀：部族精锐,1,20,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,2542,0,在龙栖峰击败%d次龙裔霸主,img://UI_Achievement.monster.2542,3,20,首杀：龙裔霸主,1,50,200000,0,0,0,0,征服者：龙裔霸主,10,50,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,0,10125,击败%d个冰霜龙仆、火焰龙仆、虚空龙仆,img://UI_Achievement.monster.2592,3,20,龙仆试炼者,50,10,30000,0,0,0,0,龙仆挑战者,200,10,100000,0,0,0,0,龙仆磨砺者,1000,10,200000,0,0,0,0,龙仆战将,3000,30,400000,0,0,0,0,龙仆战王,10000,50,800000,0,0,0,0,龙仆战神,50000,100,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,0,10126,击败冰灵之主、焱灵之主、虚灵之主中任意1个,img://UI_Achievement.monster.2595,3,20,猎杀：元素之主,1,20,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,2753,0,击败%d次元素之心,img://UI_Achievement.monster.2751,3,20,首杀：元素之心,1,50,300000,0,0,0,0,征服者：元素之心,10,50,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,2731,0,在黑岩山麓击败1个熔岩之龙,img://UI_Achievement.monster.2731,3,20,猎杀：熔岩之龙,1,20,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,2730,0,击败%d次魔火龙,img://UI_Achievement.monster.2730,3,20,首杀：魔火龙,1,50,500000,0,0,0,0,征服者：魔火龙,10,50,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,0,10153,击败%d个狂暴树人、毒液树人,img://UI_Achievement.monster.2763,3,21,树人试炼者,50,10,25000,0,0,0,0,树人挑战者,200,10,80000,0,0,0,0,树人磨砺者,1000,10,150000,0,0,0,0,树人战将,3000,30,300000,0,0,0,0,树人战王,10000,50,700000,0,0,0,0,树人战神,50000,100,2500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,0,10154,击败%d个阴鹜海盗、狂血海盗,img://UI_Achievement.monster.2778,3,21,海盗试炼者,50,10,25000,0,0,0,0,海盗挑战者,200,10,80000,0,0,0,0,海盗磨砺者,1000,10,150000,0,0,0,0,海盗战将,3000,30,300000,0,0,0,0,海盗战王,10000,50,700000,0,0,0,0,海盗战神,50000,100,2500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,2777,0,击败远古赤月将军,img://UI_Achievement.monster.2777,3,21,猎杀：赤月将军,1,20,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,0,10152,击败%d次千年树妖·鲜血（凋零）或鲜血（凋零）妖树,img://UI_Achievement.monster.2767,3,21,首杀：千年树妖,1,50,200000,0,0,0,0,征服者：千年树妖,10,50,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,1229,0,击败%d个魔龙幻境中的暗夜裂翅者,img://UI_Achievement.monster.3189,3,22,裂变清除者,50,10,50000,0,0,0,0,裂变破灭者,500,30,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,1226,0,击败%d个魔龙幻境中的蛮行巨人,img://UI_Achievement.monster.1226,3,22,巨人杀手,50,10,50000,0,0,0,0,巨人征服者,500,30,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,1231,0,击败%d个魔龙幻境中的梦魇鬼将,img://UI_Achievement.monster.1231,3,22,梦魇识破者,1,10,30000,0,0,0,0,梦魇终结者,100,30,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
